ID;Ganancia;Online;CategoriaEdad;CategoriaIngresos;Permanencia;Municipio
658;-73;1;;;12.5;Macumba
659;-93;0;1;1;15.83;Salsipuedes
660;365;0;;;5.16;Salsipuedes
661;331;0;7;9;12.08;Salsipuedes
662;-17;0;;;7.58;Losmochis
663;50;0;5;3;8.83;Losmochis
664;702;0;6;7;31.75;Salsipuedes
665;-33;0;;;4.5;Salsipuedes
666;-2;0;;;3.41;Losmochis
667;-34;0;;;9.25;Macumba
668;5;0;;;1.16;Salsipuedes
669;-77;0;;;18;Salsipuedes
670;349;0;3;9;4.75;Salsipuedes
671;39;0;;;16.33;Macumba
672;107;0;3;1;5.75;Macumba
673;-31;0;3;2;4;Macumba
674;66;0;5;4;31;Salsipuedes
675;-20;0;;;1.58;Salsipuedes
676;-30;0;;;6.25;Losmochis
677;189;0;6;8;30.25;Salsipuedes
678;551;0;3;9;17.66;Salsipuedes
679;306;1;;;2.16;Salsipuedes
680;-21;0;;;1;Salsipuedes
681;17;0;;;1.91;Salsipuedes
682;-26;1;2;6;3.08;Salsipuedes
683;-45;0;3;1;14.16;Salsipuedes
684;-3;0;2;4;4.66;Salsipuedes
685;-184;0;;;8.91;Salsipuedes
686;-131;0;;;6.75;Macumba
687;156;0;3;6;7.41;Salsipuedes
688;10;0;;;8.08;Salsipuedes
689;-33;0;;;7.5;Salsipuedes
690;151;1;;;7.08;Salsipuedes
691;265;0;4;6;7.83;Salsipuedes
692;140;0;5;6;27.33;Salsipuedes
693;30;0;6;2;20.91;Losmochis
694;3;0;;;0.33;Macumba
695;-16;0;4;1;7.33;Losmochis
696;39;1;3;6;7;Salsipuedes
697;499;0;5;7;18.58;Salsipuedes
698;13;0;2;;0.25;Salsipuedes
699;33;0;2;6;3.91;Salsipuedes
700;-25;0;;;3.91;Salsipuedes
701;-108;0;2;3;11.25;Salsipuedes
702;90;0;5;4;7.58;Salsipuedes
703;137;0;7;6;8.16;Salsipuedes
704;7;0;7;4;5.33;Salsipuedes
705;-62;0;;;4.83;Salsipuedes
706;93;0;5;9;18.66;Salsipuedes
707;8;0;5;6;2.5;Losmochis
708;3;0;7;6;36.58;Salsipuedes
709;-95;0;7;7;7.66;Salsipuedes
710;83;0;4;9;6.33;Salsipuedes
711;463;0;4;7;3.75;Salsipuedes
712;800;0;5;7;2.91;Salsipuedes
713;-56;0;4;3;30.75;Salsipuedes
714;121;1;3;4;4.16;Salsipuedes
715;65;0;;;4.08;Salsipuedes
716;304;1;;;13.33;Salsipuedes
717;197;0;;;27.08;Salsipuedes
718;-82;0;4;5;12.83;Salsipuedes
719;-1;0;;;25.08;Salsipuedes
720;-140;0;7;5;21.41;Macumba
721;249;0;6;3;21.66;Salsipuedes
722;32;1;3;3;7.33;Salsipuedes
723;-6;0;5;6;1.33;Salsipuedes
724;-23;0;3;7;1.08;Salsipuedes
725;-64;1;4;5;30.08;Salsipuedes
726;-21;0;2;8;6.5;Salsipuedes
727;-21;0;;;1.91;Losmochis
728;676;0;;;13.58;Macumba
729;119;0;4;8;7.33;Macumba
730;-7;0;;;1;Macumba
731;16;0;;;2.91;Salsipuedes
732;41;0;7;1;26.33;Salsipuedes
733;165;0;4;9;23.25;Salsipuedes
734;-3;0;7;6;15.83;Losmochis
735;1;0;2;9;4.91;Salsipuedes
736;281;0;4;9;18.91;Salsipuedes
737;181;0;3;3;11.41;Salsipuedes
738;-61;0;4;6;0.91;Losmochis
739;-15;0;2;5;3.91;Salsipuedes
740;-59;1;1;5;9.08;Salsipuedes
741;-37;0;;;2.33;Salsipuedes
742;-21;0;;;2.41;Losmochis
743;-72;0;3;3;2.25;Macumba
744;85;1;2;6;5.66;Salsipuedes
745;-118;0;;;21.91;Salsipuedes
746;-32;0;4;3;7.33;Salsipuedes
747;1;0;3;4;8.16;Salsipuedes
748;-30;0;2;7;7.66;Salsipuedes
749;-45;0;7;2;36;Losmochis
750;55;1;4;3;0.58;Salsipuedes
751;-10;1;2;1;7.58;Salsipuedes
752;-74;0;2;7;5.33;Salsipuedes
753;-106;0;2;7;4.5;Salsipuedes
754;-2;0;2;4;4.91;Losmochis
755;-124;0;2;3;5.91;Salsipuedes
756;-43;0;2;;1.75;Salsipuedes
757;-16;0;5;1;24.33;Macumba
758;208;1;2;6;7.08;Salsipuedes
759;52;0;7;8;14.33;Salsipuedes
760;-41;1;2;4;7.5;Macumba
761;-44;0;;;2.66;Salsipuedes
762;-14;0;5;8;14.83;Losmochis
763;-39;1;;;6.33;Losmochis
764;5;0;3;7;10.25;Salsipuedes
765;12;0;;;3.41;Salsipuedes
766;-3;0;;5;21.5;Macumba
767;118;0;3;3;3.33;Salsipuedes
768;495;0;4;6;7.58;Salsipuedes
769;-22;0;7;5;11.16;Salsipuedes
770;67;0;4;7;2.5;Salsipuedes
771;-30;0;5;4;0.91;Losmochis
772;571;0;3;3;4.83;Salsipuedes
773;16;0;7;3;14.25;Salsipuedes
774;-2;0;4;6;14.83;Salsipuedes
775;60;0;2;6;4.66;Salsipuedes
776;10;1;;;0.16;Macumba
777;37;0;5;8;17.58;Salsipuedes
778;1016;0;3;7;15.5;Salsipuedes
779;-24;1;2;5;6.83;Salsipuedes
780;-122;0;;;1.41;Losmochis
781;171;0;3;9;3.25;Salsipuedes
782;82;0;3;7;6.66;Salsipuedes
783;-55;0;3;8;6.16;Salsipuedes
784;-55;0;5;3;14.33;Salsipuedes
785;-47;1;;;0.41;Salsipuedes
786;-25;0;4;6;0.83;Salsipuedes
787;-2;0;2;5;7.58;Salsipuedes
788;4;1;;;5.16;Salsipuedes
789;-34;0;7;5;4.16;Salsipuedes
790;-2;0;3;1;3;Salsipuedes
791;-52;0;4;6;4.66;Salsipuedes
792;11;0;4;2;13;Salsipuedes
793;40;0;4;7;16.08;Salsipuedes
794;15;0;6;5;5.66;Losmochis
795;-64;0;;;1.5;Salsipuedes
796;249;0;6;6;7.58;Salsipuedes
797;597;0;;;8.58;Salsipuedes
798;-199;0;2;6;5;Salsipuedes
799;141;0;3;7;8.08;Salsipuedes
800;-29;0;4;7;12.25;Salsipuedes
801;-77;0;;;2.91;Macumba
802;14;0;3;3;17.08;Macumba
803;-28;0;4;5;5.08;Losmochis
804;177;0;4;3;13.16;Salsipuedes
805;56;0;;2;0.41;Salsipuedes
806;-155;0;4;5;21.66;Salsipuedes
807;-31;0;4;6;23.08;Salsipuedes
808;-14;0;2;8;8;Salsipuedes
809;7;0;5;6;27.91;Salsipuedes
810;33;1;4;7;7;Salsipuedes
811;-57;0;6;4;7.08;Salsipuedes
812;199;0;2;1;0.58;Salsipuedes
813;-72;0;;;9.08;Salsipuedes
814;155;0;3;8;4.25;Salsipuedes
815;-85;1;3;6;3;Salsipuedes
816;23;0;2;7;5.08;Salsipuedes
817;61;0;;;16.83;Losmochis
818;-120;1;2;1;0.83;Salsipuedes
819;81;0;6;4;29.41;Salsipuedes
820;-64;1;3;9;12;Salsipuedes
821;-133;0;6;7;25.41;Salsipuedes
822;-62;0;3;3;15.58;Salsipuedes
823;129;0;7;1;4.5;Macumba
824;105;0;6;5;17.08;Macumba
825;57;1;2;2;9.58;Losmochis
826;-21;0;3;5;2.41;Losmochis
827;-45;0;;;3.66;Macumba
828;846;0;7;7;17.25;Salsipuedes
829;-63;0;6;1;7.25;Salsipuedes
830;206;0;4;7;14.83;Macumba
831;-103;0;4;7;17.66;Salsipuedes
832;-2;1;2;7;11.41;Salsipuedes
833;-6;0;;;4.25;Salsipuedes
834;124;0;5;7;10.41;Salsipuedes
835;-5;0;;3;0.91;Salsipuedes
836;-21;0;3;3;0.83;Salsipuedes
837;-5;0;4;7;3.5;Salsipuedes
838;141;0;4;6;10.58;Salsipuedes
839;326;0;4;9;4.66;Salsipuedes
840;108;0;;;19.33;Salsipuedes
841;-69;0;4;3;9.66;Salsipuedes
842;-13;0;;;3.91;Salsipuedes
843;1130;0;5;9;6.66;Salsipuedes
844;-61;0;7;1;26.25;Salsipuedes
845;-34;1;3;1;16.58;Macumba
846;-75;1;3;8;10.58;Salsipuedes
847;25;0;4;6;26.75;Salsipuedes
848;-122;0;4;2;3.83;Salsipuedes
849;292;0;7;6;30.08;Salsipuedes
850;-29;0;5;6;13.83;Salsipuedes
851;76;0;5;6;5.16;Salsipuedes
852;-6;0;4;3;1.16;Salsipuedes
853;-38;0;;;10.08;Salsipuedes
854;422;0;2;7;6.75;Salsipuedes
855;-23;0;4;6;10.91;Salsipuedes
856;302;0;4;6;28.41;Macumba
857;187;0;;;19.41;Macumba
858;3;0;4;5;13.5;Losmochis
859;-66;0;6;8;23.5;Salsipuedes
860;-29;0;3;5;1.5;Salsipuedes
861;385;0;;;11.5;Salsipuedes
862;344;0;6;6;28.16;Salsipuedes
863;-53;0;6;6;2.91;Salsipuedes
864;510;0;;;30.41;Macumba
865;-17;0;;;7.83;Macumba
866;520;0;4;8;15.91;Salsipuedes
867;390;1;2;3;8.75;Salsipuedes
868;-47;0;;;4.25;Salsipuedes
869;179;0;3;6;12.75;Salsipuedes
870;46;0;;;5.83;Salsipuedes
871;-31;0;;;7.5;Salsipuedes
872;-39;1;4;6;15.25;Salsipuedes
873;185;1;4;8;3;Salsipuedes
874;-55;1;;;2.5;Salsipuedes
875;465;0;3;8;12.58;Salsipuedes
876;375;0;5;6;7.83;Salsipuedes
877;351;0;;;4.83;Losmochis
878;-42;0;2;8;6.66;Macumba
879;70;0;7;5;2.58;Macumba
880;129;0;;;8.25;Salsipuedes
881;-5;0;4;1;23.91;Losmochis
882;48;0;3;8;17.5;Salsipuedes
883;42;0;5;4;26.16;Macumba
884;-67;0;6;6;30.41;Salsipuedes
885;1;0;;;0.41;Salsipuedes
886;70;0;3;9;18.08;Salsipuedes
887;875;0;5;6;13.16;Salsipuedes
888;-31;0;6;6;1.41;Losmochis
889;-34;1;3;9;6.75;Salsipuedes
890;14;0;;;13.25;Salsipuedes
891;-27;1;1;9;0.91;Salsipuedes
892;15;1;5;2;3.41;Salsipuedes
893;-3;0;3;7;9.41;Salsipuedes
894;617;0;5;9;26.75;Salsipuedes
895;-19;0;3;1;5.91;Salsipuedes
896;43;0;6;7;23.83;Salsipuedes
897;19;0;;;5.66;Salsipuedes
898;957;0;;;14.08;Salsipuedes
899;821;0;;;29.16;Macumba
900;-128;0;5;4;27.91;Salsipuedes
901;169;0;6;1;8.16;Macumba
902;185;0;3;9;4.83;Salsipuedes
903;3;0;4;7;26.33;Salsipuedes
904;-70;0;;;2.25;Losmochis
905;317;0;;;1.58;Salsipuedes
906;-4;1;4;4;1.58;Macumba
907;-22;1;2;1;8.08;Salsipuedes
908;-146;0;3;4;20.33;Macumba
909;-28;0;1;3;2.5;Salsipuedes
910;122;1;;;1.91;Salsipuedes
911;-22;0;3;7;19.58;Salsipuedes
912;44;0;3;;5;Salsipuedes
913;-28;0;7;6;31.58;Salsipuedes
914;239;0;7;3;22.08;Salsipuedes
915;101;0;4;7;3.41;Salsipuedes
916;-60;0;;;8.5;Macumba
917;1095;0;4;8;10.16;Salsipuedes
918;-8;0;;;1.41;Salsipuedes
919;6;1;2;1;2.58;Salsipuedes
920;-3;0;;;4.83;Salsipuedes
921;-32;0;;;0.33;Macumba
922;714;0;7;;23.75;Salsipuedes
923;-54;0;5;6;6.41;Salsipuedes
924;-109;0;2;3;1.08;Salsipuedes
925;-31;0;5;6;7.58;Losmochis
926;-62;0;2;5;5.41;Losmochis
927;203;0;;;10.75;Salsipuedes
928;-44;0;;;7.58;Losmochis
929;62;0;3;5;13.83;Salsipuedes
930;28;0;3;6;9.5;Salsipuedes
931;-67;0;;1;1.41;Losmochis
932;-1;0;3;;1.5;Macumba
933;501;0;3;8;4.33;Salsipuedes
934;746;0;3;6;9.08;Salsipuedes
935;5;0;;;5.33;Salsipuedes
936;-9;0;;;1.41;Macumba
937;-97;0;;;7.41;Salsipuedes
938;174;0;5;4;1.25;Salsipuedes
939;-159;0;5;3;14.41;Salsipuedes
940;-40;0;;;1.5;Macumba
941;-63;0;2;6;6.33;Salsipuedes
942;605;0;;;2.5;Salsipuedes
943;-3;0;4;9;0.66;Salsipuedes
944;-15;0;2;6;8.16;Salsipuedes
945;-32;0;3;6;4.75;Losmochis
946;709;0;5;7;9.5;Salsipuedes
947;-126;0;5;3;33.08;Macumba
948;215;0;5;2;37.25;Salsipuedes
949;-27;0;4;7;6.41;Salsipuedes
950;-44;0;;;9.66;Salsipuedes
951;90;0;7;4;22.91;Salsipuedes
952;-34;0;2;3;7.08;Salsipuedes
953;-57;0;7;7;7.83;Salsipuedes
954;-7;0;3;8;2.58;Salsipuedes
955;-11;0;;1;4.25;Salsipuedes
956;166;1;4;4;13.83;Salsipuedes
957;206;0;;;16.25;Macumba
958;21;0;7;5;24.91;Macumba
959;-35;1;;;0.66;Salsipuedes
960;146;0;4;9;12.58;Salsipuedes
961;-80;0;;;1.33;Salsipuedes
962;2039;0;6;1;24.16;Losmochis
963;-26;0;3;4;22.91;Losmochis
964;-50;0;;3;2.58;Losmochis
965;1599;0;5;6;25.83;Salsipuedes
966;77;0;5;7;4;Salsipuedes
967;28;0;4;6;14.58;Losmochis
968;78;0;4;5;16.91;Salsipuedes
969;1;0;;;0.41;Salsipuedes
970;416;0;;;14.33;Salsipuedes
971;-15;0;;;1.41;Losmochis
972;-55;1;;;2.16;Salsipuedes
973;-15;0;;;3.83;Salsipuedes
974;-56;1;3;6;6.5;Salsipuedes
975;76;0;7;4;18.16;Salsipuedes
976;141;0;4;7;10.5;Salsipuedes
977;-30;0;;;7.5;Losmochis
978;16;0;4;2;22.25;Macumba
979;-39;0;3;6;7.5;Losmochis
980;-16;0;7;3;15.5;Salsipuedes
981;224;0;7;9;4.5;Salsipuedes
982;530;0;;;5.25;Salsipuedes
983;-44;0;4;6;4.41;Losmochis
984;15;0;;;1.08;Salsipuedes
985;-17;1;2;5;4.58;Salsipuedes
986;-2;0;;;2.66;Losmochis
987;24;0;;;13;Macumba
988;-23;0;3;6;0.66;Salsipuedes
989;854;0;5;6;27.75;Salsipuedes
990;195;0;7;8;12.66;Salsipuedes
991;48;0;;;5.41;Salsipuedes
992;49;0;3;8;3.75;Macumba
993;211;0;;;7.66;Salsipuedes
994;-13;0;4;9;25.33;Salsipuedes
995;-58;0;3;3;4.58;Losmochis
996;87;0;6;2;15.5;Losmochis
997;127;0;5;7;8.41;Salsipuedes
998;233;0;4;7;13.5;Salsipuedes
999;294;0;3;4;14.16;Salsipuedes
1000;150;0;;;12.83;Salsipuedes
1001;-17;0;;;33.66;Macumba
1002;-17;1;1;1;12.16;Macumba
1003;-17;0;;;6.91;Salsipuedes
1004;21;0;4;7;17.66;Macumba
1005;-46;0;;;5.25;Salsipuedes
1006;-58;1;3;5;6.41;Losmochis
1007;-7;0;3;7;1.08;Macumba
1008;11;0;;;2.25;Salsipuedes
1009;-34;0;3;3;6;Salsipuedes
1010;106;0;5;5;28.16;Salsipuedes
1011;-88;1;;3;9.5;Salsipuedes
1012;-71;0;7;6;0.33;Salsipuedes
1013;320;0;;;20.91;Salsipuedes
1014;457;1;4;1;21.25;Salsipuedes
1015;3;0;;;8.25;Salsipuedes
1016;79;1;3;6;15.5;Salsipuedes
1017;36;0;4;4;3.91;Salsipuedes
1018;450;0;7;8;15.83;Salsipuedes
1019;-67;0;7;8;18.66;Salsipuedes
1020;84;0;3;6;10.41;Salsipuedes
1021;22;0;;;0.33;Salsipuedes
1022;4;0;;;4.58;Salsipuedes
1023;182;0;5;6;5.66;Salsipuedes
1024;-76;0;3;6;9.41;Losmochis
1025;-14;0;;;2.08;Salsipuedes
1026;406;0;;;4;Macumba
1027;64;0;5;6;1.16;Salsipuedes
1028;-70;0;;;3.41;Salsipuedes
1029;-89;1;;;1.33;Salsipuedes
1030;-10;0;4;1;9.41;Salsipuedes
1031;-30;0;4;5;6.58;Salsipuedes
1032;-187;0;;;6.58;Salsipuedes
1033;496;1;4;9;14.66;Salsipuedes
1034;60;1;3;6;22.58;Salsipuedes
1035;-20;1;2;7;0.41;Salsipuedes
1036;108;0;7;6;10.91;Macumba
1037;440;0;3;7;10.5;Macumba
1038;261;0;3;4;0.91;Salsipuedes
1039;651;0;;;40;Losmochis
1040;-37;1;4;6;1;Salsipuedes
1041;-9;0;5;3;8.41;Macumba
1042;114;0;2;4;2.33;Salsipuedes
1043;100;0;2;1;2.83;Losmochis
1044;-32;0;4;4;8.5;Losmochis
1045;-43;0;5;5;10.25;Losmochis
1046;-29;0;;;22.58;Salsipuedes
1047;118;0;5;3;21.16;Salsipuedes
1048;82;0;;;7.41;Macumba
1049;-81;1;2;1;10;Salsipuedes
1050;-16;0;7;4;1.83;Macumba
1051;-142;1;2;8;11;Salsipuedes
1052;-25;0;;;14.66;Losmochis
1053;-23;0;4;3;2.41;Macumba
1054;-54;0;4;5;6.83;Losmochis
1055;-86;0;;;5.25;Losmochis
1056;354;0;6;5;3.75;Salsipuedes
1057;236;0;3;7;10.33;Salsipuedes
1058;-65;0;;;0.41;Salsipuedes
1059;-29;0;3;1;3.33;Salsipuedes
1060;-9;0;3;5;4.75;Salsipuedes
1061;-48;0;4;8;6.08;Salsipuedes
1062;129;0;5;7;27.83;Salsipuedes
1063;-49;0;4;4;5.5;Salsipuedes
1064;29;0;3;7;17.66;Salsipuedes
1065;136;0;7;1;28.41;Macumba
1066;0;0;;;12.75;Salsipuedes
1067;80;0;2;7;9.5;Salsipuedes
1068;433;0;7;4;10.41;Salsipuedes
1069;-61;0;6;4;31.25;Macumba
1070;-57;0;6;1;16.16;Losmochis
1071;-55;0;2;3;3.91;Salsipuedes
1072;-83;0;;;0.41;Salsipuedes
1073;-18;0;;;21.16;Salsipuedes
1074;323;0;3;7;4.66;Macumba
1075;502;0;;;2.83;Salsipuedes
1076;-38;0;2;1;4.25;Salsipuedes
1077;124;1;3;5;3.41;Salsipuedes
1078;1980;0;2;5;12.41;Salsipuedes
1079;-2;0;;;13.41;Salsipuedes
1080;-34;0;;;1.08;Macumba
1081;111;0;7;2;20.5;Salsipuedes
1082;-33;1;;;1.25;Salsipuedes
1083;-27;1;2;5;4.75;Salsipuedes
1084;71;0;;6;3.08;Salsipuedes
1085;65;0;5;6;3.41;Salsipuedes
1086;161;0;;;3.5;Salsipuedes
1087;502;0;7;4;31.83;Salsipuedes
1088;-30;0;;;20.5;Salsipuedes
1089;978;0;;6;6.08;Salsipuedes
1090;-67;0;;;19.33;Losmochis
1091;-78;0;6;2;7.75;Macumba
1092;-3;0;;;3.75;Salsipuedes
1093;37;0;;;6.91;Salsipuedes
1094;-37;0;7;1;6.08;Macumba
1095;68;1;3;5;5.33;Macumba
1096;-13;1;;;1.5;Losmochis
1097;-22;0;5;5;1.33;Salsipuedes
1098;-16;0;;;22.75;Macumba
1099;-63;0;6;6;2.33;Salsipuedes
1100;-33;0;;;8.75;Losmochis
1101;-116;0;;;6.41;Salsipuedes
1102;17;0;;;24.25;Losmochis
1103;-132;0;5;9;4.33;Salsipuedes
1104;546;0;4;9;19.25;Salsipuedes
1105;-19;0;4;8;18.75;Salsipuedes
1106;-37;0;5;5;30.08;Salsipuedes
1107;64;0;5;8;5.08;Macumba
1108;-96;0;2;7;7.41;Salsipuedes
1109;1;0;;;12.83;Salsipuedes
1110;39;0;4;6;0.41;Salsipuedes
1111;647;0;3;7;3.16;Salsipuedes
1112;-116;0;2;1;4.66;Salsipuedes
1113;-12;1;2;5;7.5;Salsipuedes
1114;207;0;2;8;7.41;Salsipuedes
1115;-34;0;6;8;6.83;Salsipuedes
1116;-38;0;4;8;5.25;Salsipuedes
1117;-100;0;3;7;4.16;Salsipuedes
1118;-20;0;4;2;4.33;Losmochis
1119;-29;0;2;4;3.75;Macumba
1120;-49;0;7;8;4.66;Salsipuedes
1121;101;1;3;5;13.08;Salsipuedes
1122;-55;0;;;0.41;Losmochis
1123;-7;0;;;1.58;Salsipuedes
1124;151;0;5;3;5.33;Losmochis
1125;24;0;2;7;1.5;Macumba
1126;192;1;2;9;4.16;Salsipuedes
1127;-70;1;2;8;7.33;Salsipuedes
1128;1073;0;;;5.16;Salsipuedes
1129;367;0;6;6;27;Salsipuedes
1130;406;0;5;6;21.41;Salsipuedes
1131;-15;0;3;5;7.41;Salsipuedes
1132;-66;0;1;1;9.33;Macumba
1133;-16;0;2;5;5.25;Salsipuedes
1134;-24;0;1;7;3;Salsipuedes
1135;0;0;;;0.5;Salsipuedes
1136;-34;0;3;5;13.91;Salsipuedes
1137;86;0;;;5.41;Macumba
1138;95;0;4;5;3.5;Losmochis
1139;274;0;4;5;4.08;Salsipuedes
1140;-161;0;;;2.41;Salsipuedes
1141;14;0;3;3;3.41;Salsipuedes
1142;101;0;7;7;22.75;Salsipuedes
1143;264;1;2;7;1.83;Salsipuedes
1144;-8;0;;;1.16;Salsipuedes
1145;68;0;3;5;3.75;Losmochis
1146;-52;0;5;6;2.66;Salsipuedes
1147;-23;0;;;5.33;Salsipuedes
1148;-42;0;4;1;14.75;Macumba
1149;-24;0;4;7;3.5;Salsipuedes
1150;-87;0;;;5.75;Salsipuedes
1151;-48;0;2;6;1.83;Salsipuedes
1152;106;0;;;14.91;Salsipuedes
1153;208;1;3;7;6.75;Salsipuedes
1154;-34;0;3;6;6.16;Losmochis
1155;934;0;2;2;7.41;Losmochis
1156;-30;0;;;1.16;Macumba
1157;-20;0;1;3;3.16;Macumba
1158;46;0;6;4;20.16;Salsipuedes
1159;379;0;;;7.83;Salsipuedes
1160;440;0;3;6;3.25;Macumba
1161;-27;0;2;;5.41;Salsipuedes
1162;44;0;;;6.41;Macumba
1163;724;0;6;5;30.08;Salsipuedes
1164;-59;0;3;6;2.16;Salsipuedes
1165;-32;0;5;8;10.58;Losmochis
1166;144;0;3;6;6.08;Salsipuedes
1167;-37;0;;;15.66;Salsipuedes
1168;-29;1;4;9;12.08;Salsipuedes
1169;-5;0;2;9;5.83;Salsipuedes
1170;-200;0;;;16.5;Salsipuedes
1171;848;0;3;9;3.58;Salsipuedes
1172;294;0;3;7;11.58;Salsipuedes
1173;313;0;4;4;23.58;Salsipuedes
1174;306;0;;6;25.91;Macumba
1175;-3;0;2;6;5.16;Salsipuedes
1176;754;0;7;4;10.41;Salsipuedes
1177;344;0;4;7;5.25;Losmochis
1178;-60;1;2;8;5.33;Salsipuedes
1179;736;0;3;6;7.41;Salsipuedes
1180;-27;0;1;1;7.41;Salsipuedes
1181;-51;0;6;6;7.5;Salsipuedes
1182;34;0;2;1;1.66;Salsipuedes
1183;124;1;4;6;17.41;Salsipuedes
1184;424;0;3;4;7;Macumba
1185;12;1;;;6.66;Salsipuedes
1186;87;0;2;6;3.91;Salsipuedes
1187;-43;0;4;8;15.08;Salsipuedes
1188;-46;0;4;8;17.5;Salsipuedes
1189;81;1;6;3;13.33;Salsipuedes
1190;-38;0;3;1;8;Macumba
1191;67;1;1;6;1.75;Salsipuedes
1192;109;0;2;2;9.91;Salsipuedes
1193;-3;0;2;1;0.75;Macumba
1194;267;0;6;3;22.08;Macumba
1195;74;0;5;5;15.91;Salsipuedes
1196;273;0;6;5;33.83;Losmochis
1197;-29;0;5;4;2.41;Salsipuedes
1198;120;0;;;13.08;Salsipuedes
1199;18;0;2;6;4.75;Losmochis
1200;-99;0;2;6;7.41;Salsipuedes
1201;-88;0;3;4;9.66;Macumba
1202;-4;0;6;9;21.66;Salsipuedes
1203;109;0;;;4;Salsipuedes
1204;-19;1;;;3.08;Salsipuedes
1205;201;0;3;4;5.66;Salsipuedes
1206;-1;0;3;5;3.75;Losmochis
1207;469;0;2;6;5.08;Salsipuedes
1208;-36;0;2;3;2.58;Salsipuedes
1209;-8;0;1;3;2.91;Salsipuedes
1210;-13;0;2;6;2.5;Salsipuedes
1211;1005;0;6;4;17.75;Salsipuedes
1212;1562;0;5;6;2.83;Macumba
1213;832;0;7;4;1;Salsipuedes
1214;-51;0;2;6;2.5;Salsipuedes
1215;-64;0;6;1;3.33;Salsipuedes
1216;-62;0;6;6;32.41;Salsipuedes
1217;-35;1;;;1.08;Salsipuedes
1218;119;0;5;6;7.75;Salsipuedes
1219;0;0;4;6;10.83;Salsipuedes
1220;-36;0;;;0.16;Salsipuedes
1221;80;0;4;4;4.58;Salsipuedes
1222;-41;0;4;5;28.41;Salsipuedes
1223;150;0;6;3;11.25;Salsipuedes
1224;-6;1;;;2.83;Salsipuedes
1225;480;0;4;7;8.08;Salsipuedes
1226;-40;0;3;2;5.58;Salsipuedes
1227;82;0;3;4;2.16;Macumba
1228;-38;0;2;6;8.5;Salsipuedes
1229;488;0;5;6;6.25;Salsipuedes
1230;-20;0;;;7.66;Salsipuedes
1231;14;0;;;2.16;Salsipuedes
1232;-18;1;;;10.25;Salsipuedes
1233;202;0;4;9;27.08;Salsipuedes
1234;-29;0;;;4.91;Salsipuedes
1235;-14;0;4;6;7.41;Salsipuedes
1236;2;0;4;7;6.66;Macumba
1237;159;0;7;6;26.25;Salsipuedes
1238;246;1;4;6;28.75;Salsipuedes
1239;127;0;4;7;15.66;Salsipuedes
1240;249;0;4;3;2.08;Salsipuedes
1241;-72;0;4;7;16;Losmochis
1242;-88;1;5;9;35.66;Salsipuedes
1243;64;0;3;1;1.25;Salsipuedes
1244;117;0;4;6;14.25;Macumba
1245;-17;0;3;5;14.25;Salsipuedes
1246;-1;0;2;5;5.41;Salsipuedes
1247;43;0;;;4.41;Losmochis
1248;227;0;2;7;6.91;Salsipuedes
1249;-183;0;3;7;2.75;Salsipuedes
1250;-21;1;2;9;5.08;Salsipuedes
1251;433;0;;;3.41;Salsipuedes
1252;996;0;4;7;18.66;Salsipuedes
1253;416;0;4;7;8.83;Salsipuedes
1254;12;0;;;1;Salsipuedes
1255;-19;0;;;6.41;Salsipuedes
1256;41;0;7;6;12.75;Salsipuedes
1257;24;1;7;1;29.91;Macumba
1258;-58;0;3;7;6.83;Salsipuedes
1259;-71;0;5;4;12.83;Losmochis
1260;-94;0;3;6;10.08;Salsipuedes
1261;-25;0;;;1.5;Salsipuedes
1262;2063;0;3;9;2.75;Salsipuedes
1263;-31;0;4;3;8.91;Salsipuedes
1264;19;0;3;7;24.16;Losmochis
1265;417;0;5;7;27.66;Salsipuedes
1266;-18;0;3;1;0.66;Macumba
1267;-2;0;4;3;5.83;Macumba
1268;275;0;4;3;11.91;Losmochis
1269;17;0;;;1;Salsipuedes
1270;38;0;6;7;13.25;Salsipuedes
1271;-6;0;2;3;2.25;Salsipuedes
1272;425;0;5;5;30;Salsipuedes
1273;-70;0;7;3;1.5;Salsipuedes
1274;-55;0;2;7;2.16;Salsipuedes
1275;-13;0;4;3;8.91;Salsipuedes
1276;-26;0;3;1;3.58;Losmochis
1277;80;1;3;8;11.5;Macumba
1278;366;0;7;3;19.16;Salsipuedes
1279;641;0;7;7;14.33;Losmochis
1280;61;0;5;6;6;Salsipuedes
1281;220;0;2;8;10.41;Macumba
1282;369;0;2;5;25.25;Macumba
1283;46;0;;;0.41;Salsipuedes
1284;-152;0;2;7;16.33;Salsipuedes
1285;128;1;2;7;9.5;Salsipuedes
1286;-113;0;6;4;37.58;Salsipuedes
1287;327;0;4;9;6.5;Salsipuedes
1288;-8;0;2;;3.08;Salsipuedes
1289;1027;0;6;6;0.5;Salsipuedes
1290;-30;0;;;10.41;Losmochis
1291;73;0;6;6;1.5;Salsipuedes
1292;-181;0;4;6;2.41;Losmochis
1293;-24;0;3;9;8.33;Salsipuedes
1294;958;0;4;7;8.91;Salsipuedes
1295;-53;0;;1;19.66;Losmochis
1296;-20;0;4;4;3.75;Salsipuedes
1297;58;0;2;7;4.33;Salsipuedes
1298;16;0;;;9;Salsipuedes
1299;-7;0;6;3;5.5;Salsipuedes
1300;-60;0;6;3;0.83;Salsipuedes
1301;-89;0;4;7;18.08;Salsipuedes
